club,name,position,age,overall,nationality,image
Juventus,Kaio Jorge,ATA,20,71,Brazil,/260/644/23_60.png
Juventus,M. Aké,PE,21,70,France,/251/341/23_60.png
Juventus,M. Soulé,PD,19,70,Argentina,/265/695/23_60.png
Juventus,R. Drăgușin,ZAG,20,70,Romania,/260/105/23_60.png
Juventus,G. Frabotta,LE,23,69,Italy,/257/713/23_60.png
Juventus,F. Ranocchia,MC VOL,21,68,Italy,/244/874/23_60.png
Juventus,S. Iling-Junior,PE,18,68,England,/272/379/23_60.png
Juventus,Félix Correia,PD PE,21,68,Portugal,/253/167/23_60.png
Juventus,S. Gori,GOL,26,67,Italy,/225/610/23_60.png
Juventus,A. Di Pardo,MD,22,65,Italy,/261/243/23_60.png
Juventus,C. Da Graca,ATA,20,64,Italy,/271/582/23_60.png
Juventus,G. Garofani,GOL,19,61,Italy,/271/583/23_60.png
Inter,M. Škriniar,ZAG,27,86,Slovakia,/232/363/23_60.png
Inter,N. Barella,MC,25,86,Italy,/224/232/23_60.png
Inter,L. Martínez,ATA,24,86,Argentina,/231/478/23_60.png
Inter,M. Brozović,VOL MC,29,86,Croatia,/216/352/23_60.png
Inter,E. Džeko,ATA,36,84,Bosnia,/180/930/23_60.png
Inter,A. Bastoni,ZAG,23,84,Italy,/237/383/23_60.png
Inter,H. Çalhanoğlu,MC,28,84,Turkey,/208/128/23_60.png
Inter,S. de Vrij,ZAG,30,84,Netherlands,/198/176/23_60.png
Inter,S. Handanovič,GOL,37,83,Slovenia,/162/835/23_60.png
Inter,A. Onana,GOL,26,82,Cameroon,/226/753/23_60.png
Inter,F. Acerbi,ZAG,34,82,Italy,/199/845/23_60.png
Inter,R. Gosens,LE ME,27,82,Germany,/223/697/23_60.png
Inter,D. Dumfries,LD MD,26,82,Netherlands,/233/096/23_60.png
Inter,H. Mkhitaryan,MEI MC,33,81,Armenia,/192/883/23_60.png
Inter,M. Darmian,LD MD,32,80,Italy,/184/392/23_60.png
Inter,J. Correa,ATA ATA,27,80,Argentina,/215/330/23_60.png
Inter,F. Dimarco,LE ME ZAG,24,79,Italy,/226/268/23_60.png
Inter,S. Sensi,MC MEI,26,79,Italy,/229/857/23_60.png
Inter,D. D'Ambrosio,ZAG,33,78,Italy,/198/946/23_60.png
Inter,R. Gagliardini,VOL MC,28,76,Italy,/212/153/23_60.png
Inter,V. Lazaro,LD MD ME,26,75,Austria,/211/147/23_60.png
Inter,R. Bellanova,LD MD,22,74,Italy,/247/229/23_60.png
Inter,K. Asllani,VOL MC,20,73,Albania,/264/699/23_60.png
Inter,F. Colidio,MEI ATA ME,22,72,Argentina,/245/461/23_60.png
Inter,Z. Vanheusden,ZAG,22,72,Belgium,/241/103/23_60.png
Inter,I. Radu,GOL,25,72,Romania,/234/102/23_60.png
Inter,A. Cordaz,GOL,39,72,Italy,/149/258/23_60.png
Inter,M. Satriano,ATA,21,72,Uruguay,/264/325/23_60.png
Inter,L. Agoumé,VOL MC,20,71,France,/246/683/23_60.png
Inter,Dalbert,LE ME,28,71,Brazil,/229/148/23_60.png
Inter,S. Esposito,ATA MEI,19,69,Italy,/247/888/23_60.png
Inter,L. Pirola,ZAG,20,68,Italy,/257/368/23_60.png
Inter,E. Salcedo,ATA ATA,20,68,Italy,/241/410/23_60.png
Inter,D. Males,MEI MD,21,68,Switzerland,/252/526/23_60.png
Inter,F. Stanković,GOL,20,67,Serbia,/269/271/23_60.png
Inter,A. Fontanarosa,ZAG LE,19,67,Italy,/271/572/23_60.png
Inter,M. Zanotti,LD MD LD,19,66,Italy,/271/573/23_60.png
Inter,Gabriel Brazão,GOL,21,65,Brazil,/244/364/23_60.png
Inter,G. Oristanio,MEI MC,19,64,Italy,/269/276/23_60.png
Inter,F. Carboni,LE,19,63,Argentina,/270/485/23_60.png
Inter,G. Fabbian,MC,19,62,Italy,/271/019/23_60.png
Inter,M. Pompetti,MC VOL,22,61,Italy,/237/613/23_60.png
Inter,V. Carboni,MEI,17,60,Argentina,/272/602/23_60.png
Napoli,P. Zieliński,MEI MC,28,83,Poland,/210/406/23_60.png
Napoli,V. Osimhen,ATA,23,83,Nigeria,/232/293/23_60.png
Napoli,G. Di Lorenzo,LD,28,82,Italy,/217/870/23_60.png
Napoli,S. Lobotka,MC VOL,27,81,Slovakia,/216/435/23_60.png
Napoli,H. Lozano,PD,26,81,Mexico,/221/992/23_60.png
Napoli,A. Zambo Anguissa,VOL MC,26,81,Cameroon,/227/236/23_60.png
Napoli,M. Politano,PD MD,28,81,Italy,/216/409/23_60.png
Napoli,A. Rrahmani,ZAG,28,80,Kosovo,/244/263/23_60.png
Napoli,Kim Min Jae,ZAG,25,79,South Korea,/237/086/23_60.png
Napoli,Mário Rui,LE,31,79,Portugal,/204/614/23_60.png
Napoli,G. Raspadori,ATA MEI ATA,22,79,Italy,/253/002/23_60.png
Napoli,A. Meret,GOL,25,79,Italy,/225/116/23_60.png
Napoli,K. Kvaratskhelia,PE MEI,21,79,Georgia,/247/635/23_60.png
Napoli,G. Simeone,ATA,26,78,Argentina,/216/816/23_60.png
Napoli,E. Elmas,MEI MC PE,22,78,North Macedonia,/241/390/23_60.png
Napoli,D. Demme,VOL MC,30,77,Germany,/202/325/23_60.png
Napoli,M. Olivera,LE LE,24,77,Uruguay,/240/716/23_60.png
Napoli,S. Sirigu,GOL,35,77,Italy,/168/435/23_60.png
Napoli,Juan Jesus,ZAG,31,76,Brazil,/200/752/23_60.png
Napoli,A. Petagna,ATA,27,76,Italy,/215/689/23_60.png
Napoli,S. Luperto,ZAG,25,73,Italy,/220/534/23_60.png
Napoli,L. Østigård,ZAG,22,73,Norway,/238/516/23_60.png
Napoli,A. Zerbin,PE,23,72,Italy,/237/669/23_60.png
Napoli,G. Gaetano,MEI MC,22,71,Italy,/246/877/23_60.png
Napoli,A. Zanoli,LD,21,69,Italy,/268/656/23_60.png
Napoli,M. Folorunsho,MC MEI,24,69,Italy,/268/683/23_60.png
Napoli,N. Contini,GOL,26,67,Ukraine,/220/532/23_60.png
Napoli,K. Zedadka,LE PE LD,22,62,France,/264/392/23_60.png
Napoli,H. Idasiak,GOL,20,55,Poland,/271/957/23_60.png
Lazio,S. Milinković-Savić,MC,27,86,Serbia,/223/848/23_60.png
Lazio,C. Immobile,ATA,32,86,Italy,/192/387/23_60.png
Lazio,Luis Alberto,MC,29,83,Spain,/198/706/23_60.png
Lazio,A. Romagnoli,ZAG,27,81,Italy,/210/413/23_60.png
Lazio,Pedro,PE PD,34,79,Spain,/189/505/23_60.png
Lazio,Felipe Anderson,PD ATA,29,79,Brazil,/201/995/23_60.png
Lazio,M. Zaccagni,PE,27,79,Italy,/220/502/23_60.png
Lazio,M. Lazzari,LD,28,79,Italy,/235/374/23_60.png
Lazio,A. Marušić,LE LD,29,79,Montenegro,/224/031/23_60.png
Lazio,I. Provedel,GOL,28,78,Italy,/224/987/23_60.png
Lazio,Luís Maximiano,GOL,23,78,Portugal,/244/316/23_60.png
Lazio,M. Vecino,MC VOL,30,77,Uruguay,/219/985/23_60.png
Lazio,Patric,ZAG LD,29,76,Spain,/206/098/23_60.png
Lazio,D. Cataldi,VOL,27,76,Italy,/211/361/23_60.png
Lazio,G. Escalante,VOL MC,29,76,Argentina,/219/391/23_60.png
Lazio,N. Casale,ZAG,24,76,Italy,/239/770/23_60.png
Lazio,J. Akpa Akpro,MC,29,75,Ivory Coast,/205/343/23_60.png
Lazio,T. Bašić,MC VOL,25,75,Croatia,/245/275/23_60.png
Lazio,Ș. Radu,ZAG,35,74,Romania,/165/109/23_60.png
Lazio,E. Hysaj,LE LD,28,74,Albania,/210/864/23_60.png
Lazio,M. Cancellieri,PD ATA,19,73,Italy,/263/929/23_60.png
Lazio,Marcos Antonio,MC VOL,22,73,Brazil,/247/377/23_60.png
Lazio,M. Fares,PE ME,26,72,Algeria,/226/356/23_60.png
Lazio,L. Romero,PD,17,67,Argentina,/258/467/23_60.png
Lazio,Raúl Moro,PE,19,66,Spain,/258/139/23_60.png
Lazio,E. Cicerelli,PE PD MD,27,65,Italy,/241/165/23_60.png
Lazio,M. Adamonis,GOL,25,64,Lithuania,/233/691/23_60.png
Lazio,Mario Gila,ZAG,21,62,Spain,/268/804/23_60.png
Milan,M. Maignan,GOL,26,87,France,/215/698/23_60.png
Milan,T. Hernández,LE,24,85,France,/232/656/23_60.png
Milan,S. Tonali,VOL MC,22,84,Italy,/241/096/23_60.png
Milan,Rafael Leão,PE ME,23,84,Portugal,/241/721/23_60.png
Milan,F. Tomori,ZAG,24,84,England,/232/756/23_60.png
Milan,I. Bennacer,VOL MC,24,82,Algeria,/226/754/23_60.png
Milan,S. Kjær,ZAG,33,82,Denmark,/179/645/23_60.png
Milan,Z. Ibrahimović,ATA,40,82,Sweden,/041/236/23_60.png
Milan,O. Giroud,ATA,35,82,France,/178/509/23_60.png
Milan,A. Rebić,PE ME ATA,28,80,Croatia,/220/018/23_60.png
Milan,D. Calabria,LD,25,80,Italy,/228/881/23_60.png
Milan,A. Florenzi,LD,31,79,Italy,/203/551/23_60.png
Milan,A. Saelemaekers,PD MD,23,78,Belgium,/242/664/23_60.png
Milan,Junior Messias,PD MD,31,78,Brazil,/240/938/23_60.png
Milan,C. De Ketelaere,ATA PE,21,78,Belgium,/251/470/23_60.png
Milan,P. Kalulu,ZAG LD,22,78,France,/255/654/23_60.png
Milan,R. Krunić,MC MEI,28,77,Bosnia,/229/758/23_60.png
Milan,T. Pobega,MC,22,76,Italy,/252/060/23_60.png
Milan,C. Tătărușanu,GOL,36,76,Romania,/201/325/23_60.png
Milan,D. Origi,ATA PE,27,76,Belgium,/213/135/23_60.png
Milan,Y. Adli,MC MEI,21,75,France,/243/627/23_60.png
Milan,A. Mirante,GOL,38,74,Italy,/140/293/23_60.png
Milan,M. Caldara,ZAG,28,74,Italy,/220/477/23_60.png
Milan,A. Vranckx,MC VOL,19,73,Belgium,/252/027/23_60.png
Milan,M. Thiaw,ZAG,20,72,Germany,/256/261/23_60.png
Milan,F. Ballo-Touré,LE,25,72,Senegal,/236/723/23_60.png
Milan,M. Gabbia,ZAG,22,72,Italy,/240/277/23_60.png
Milan,L. Colombo,ATA,20,69,Italy,/256/899/23_60.png
Milan,D. Maldini,MEI,20,65,Italy,/255/611/23_60.png
Milan,M. Lazetić,ATA,18,65,Serbia,/266/891/23_60.png
Milan,M. Brescianini,VOL MC,22,64,Italy,/257/785/23_60.png
Roma,P. Dybala,ATA MEI,28,86,Argentina,/211/110/23_60.png
Roma,L. Pellegrini,MEI MC,26,84,Italy,/228/251/23_60.png
Roma,T. Abraham,ATA,24,82,England,/231/352/23_60.png
Roma,L. Spinazzola,LE ME,29,82,Italy,/202/884/23_60.png
Roma,C. Smalling,ZAG,32,82,England,/189/881/23_60.png
Roma,Rui Patrício,GOL,34,81,Portugal,/178/005/23_60.png
Roma,G. Mancini,ZAG,26,81,Italy,/229/582/23_60.png
Roma,N. Zaniolo,ATA PD MD,22,81,Italy,/238/067/23_60.png
Roma,B. Cristante,VOL MC,27,80,Italy,/208/268/23_60.png
Roma,A. Belotti,ATA,28,80,Italy,/208/596/23_60.png
Roma,Ibañez,ZAG,23,80,Brazil,/247/257/23_60.png
Roma,R. Karsdorp,LD MD LD,27,80,Netherlands,/222/558/23_60.png
Roma,G. Wijnaldum,MC VOL,31,80,Netherlands,/181/291/23_60.png
Roma,N. Matić,VOL MC,33,79,Serbia,/191/202/23_60.png
Roma,S. El Shaarawy,PE ME,29,77,Italy,/190/813/23_60.png
Roma,M. Camara,MC VOL,25,76,Guinea,/237/520/23_60.png
Roma,Z. Çelik,LD MD LD,25,76,Turkey,/224/490/23_60.png
Roma,N. Zalewski,ME,20,75,Poland,/262/113/23_60.png
Roma,M. Kumbulla,ZAG,22,75,Albania,/245/426/23_60.png
Roma,M. Viña,LE ME ZAG,24,75,Uruguay,/253/290/23_60.png
Roma,E. Shomurodov,ATA ATA,27,75,Uzbekistan,/239/964/23_60.png
Roma,Gonzalo Villar,MC VOL,24,72,Spain,/244/393/23_60.png
Roma,M. Svilar,GOL,22,70,Serbia,/230/872/23_60.png
Roma,A. Ćorić,MEI MC,25,69,Croatia,/229/594/23_60.png
Roma,E. Bove,MC,20,68,Italy,/262/171/23_60.png
Roma,E. Darboe,VOL,21,68,Gambia,/262/091/23_60.png
Roma,R. Providence,PE PD,20,67,France,/264/311/23_60.png
Roma,C. Volpato,MEI,18,66,Italy,/265/761/23_60.png
Roma,B. Reynolds,LD LE MD,21,66,United States,/242/907/23_60.png
Roma,W. Bianda,ZAG,22,63,France,/239/502/23_60.png
Roma,B. Tahirovic,MC,19,62,Sweden,/272/596/23_60.png
Roma,F. Tripi,ZAG VOL,20,62,Italy,/259/721/23_60.png
Roma,G. Faticanti,VOL MC,17,62,Italy,/272/450/23_60.png
Roma,P. Boer,GOL,20,60,Italy,/259/973/23_60.png
Atalanta,D. Zapata,ATA,31,83,Colombia,/215/333/23_60.png
Atalanta,L. Muriel,ATA,31,82,Colombia,/199/110/23_60.png
Atalanta,R. Malinovskyi,ATA MEI,29,82,Ukraine,/231/969/23_60.png
Atalanta,Rafael Tolói,ZAG,31,81,Italy,/187/598/23_60.png
Atalanta,M. Pašalić,MEI ATA MC,27,81,Croatia,/223/273/23_60.png
Atalanta,J. Musso,GOL,28,81,Argentina,/214/979/23_60.png
Atalanta,T. Koopmeiners,MC VOL,24,80,Netherlands,/240/679/23_60.png
Atalanta,H. Hateboer,LD LD MD,28,80,Netherlands,/220/093/23_60.png
Atalanta,M. de Roon,VOL MC ZAG,31,80,Netherlands,/208/461/23_60.png
Atalanta,B. Djimsiti,ZAG,29,79,Albania,/208/165/23_60.png
Atalanta,D. Zappacosta,LE ME MD,30,79,Italy,/216/150/23_60.png
Atalanta,M. Pessina,MEI MC ATA,25,78,Italy,/239/613/23_60.png
Atalanta,J. Palomino,ZAG,32,78,Argentina,/217/196/23_60.png
Atalanta,J. Boga,PE ATA ME,25,77,Ivory Coast,/224/422/23_60.png
Atalanta,M. Demiral,ZAG,24,77,Turkey,/238/160/23_60.png
Atalanta,A. Lookman,ME MD,24,77,Nigeria,/230/899/23_60.png
Atalanta,A. Miranchuk,ATA MEI,26,77,Russia,/214/092/23_60.png
Atalanta,P. Gollini,GOL,27,77,Italy,/211/515/23_60.png
Atalanta,M. Sportiello,GOL,30,75,Italy,/216/065/23_60.png
Atalanta,M. Carnesecchi,GOL,22,75,Italy,/252/154/23_60.png
Atalanta,J. Mæhle,ME LD MD,25,75,Denmark,/234/678/23_60.png
Atalanta,Éderson,MC,22,74,Brazil,/266/866/23_60.png
Atalanta,S. Lammers,ATA,25,72,Netherlands,/236/498/23_60.png
Atalanta,C. Okoli,ZAG,20,72,Italy,/261/281/23_60.png
Atalanta,V. Kovalenko,MC MEI,26,71,Ukraine,/228/698/23_60.png
Atalanta,B. Soppy,LD MD,20,71,France,/258/407/23_60.png
Atalanta,G. Scalvini,ZAG,18,70,Italy,/265/188/23_60.png
Atalanta,R. Piccoli,ATA,21,69,Italy,/248/385/23_60.png
Atalanta,S. Mazzocchi,ATA MEI,23,69,Italy,/268/736/23_60.png
Atalanta,L. Vido,ATA,25,69,Italy,/237/544/23_60.png
Atalanta,M. Ruggeri,LE ME,19,69,Italy,/259/584/23_60.png
Atalanta,N. Zortea,LD MD LD,23,68,Italy,/252/440/23_60.png
Atalanta,S. Elia,MD PD LD,23,68,Italy,/251/762/23_60.png
Atalanta,R. Højlund,ATA,19,67,Denmark,/259/399/23_60.png
Atalanta,N. Cambiaghi,PE MEI ATA,21,67,Italy,/268/703/23_60.png
Atalanta,E. Colley,PD ATA PE,22,67,Gambia,/254/692/23_60.png
Atalanta,M. Varnier,ZAG,24,67,Italy,/235/863/23_60.png
Atalanta,C. Capone,PE ATA,23,66,Italy,/240/215/23_60.png
Atalanta,E. Latte Lath,ATA PE ATA,23,66,Ivory Coast,/237/295/23_60.png
Atalanta,A. Cortinovis,MC MEI,21,64,Italy,/268/681/23_60.png
Atalanta,G. Cittadini,ZAG,20,63,Italy,/266/304/23_60.png
Atalanta,S. Muratore,MC,24,63,Italy,/257/195/23_60.png
Atalanta,M. Cissé,ATA,18,63,Guinea,/268/271/23_60.png
Atalanta,F. Rossi,GOL,31,61,Italy,/194/894/23_60.png
Fiorentina,A. Barák,ATA MC,27,81,Czech Republic,/236/791/23_60.png
Fiorentina,C. Biraghi,LE,29,80,Italy,/201/389/23_60.png
Fiorentina,N. Milenković,ZAG,24,80,Serbia,/238/095/23_60.png
Fiorentina,N. González,PD PE,24,80,Argentina,/240/690/23_60.png
Fiorentina,L. Jović,ATA,24,79,Serbia,/232/432/23_60.png
Fiorentina,G. Bonaventura,MC,32,78,Italy,/189/125/23_60.png
Fiorentina,P. Terracciano,GOL,32,78,Italy,/205/812/23_60.png
Fiorentina,J. Ikoné,PD MD,24,77,France,/234/612/23_60.png
Fiorentina,Arthur Cabral,ATA,24,77,Brazil,/246/186/23_60.png
Fiorentina,G. Castrovilli,MC,25,77,Italy,/225/014/23_60.png
Fiorentina,Dodô,LD,23,76,Brazil,/234/112/23_60.png
Fiorentina,R. Saponara,PE,30,76,Italy,/201/046/23_60.png
Fiorentina,Igor,ZAG,24,76,Brazil,/241/585/23_60.png
Fiorentina,S. Amrabat,VOL MC,25,76,Morocco,/224/158/23_60.png
Fiorentina,R. Sottil,PE PD,23,76,Italy,/246/431/23_60.png
Fiorentina,S. Żurkowski,MC,24,76,Poland,/239/732/23_60.png
Fiorentina,L. Martínez Quarta,ZAG,26,76,Argentina,/228/708/23_60.png
Fiorentina,R. Mandragora,MC VOL,25,75,Italy,/225/439/23_60.png
Fiorentina,C. Kouamé,ATA PD,24,75,Ivory Coast,/235/866/23_60.png
Fiorentina,A. Duncan,MC,29,75,Ghana,/208/535/23_60.png
Fiorentina,Y. Maleh,MC,23,74,Morocco,/236/838/23_60.png
Fiorentina,J. Rasmussen,ZAG,25,74,Denmark,/234/827/23_60.png
Fiorentina,L. Venuti,LD,27,72,Italy,/220/509/23_60.png
Fiorentina,M. Benassi,MC,27,72,Italy,/211/354/23_60.png
Fiorentina,L. Ranieri,LE ZAG,23,70,Italy,/240/777/23_60.png
Fiorentina,A. Terzić,LE,22,68,Serbia,/252/573/23_60.png
Fiorentina,G. Ferrarini,LD MD,22,67,Italy,/258/484/23_60.png
Fiorentina,G. Gori,ATA,23,64,Italy,/240/778/23_60.png
Fiorentina,L. Munteanu,ATA,20,64,Romania,/248/674/23_60.png
Fiorentina,E. Pierozzi,LD MD,20,61,Italy,/268/750/23_60.png
Fiorentina,C. Dalle Mura,ZAG,20,60,Italy,/257/786/23_60.png
Fiorentina,M. Cerofolini,GOL,23,60,Italy,/240/785/23_60.png
Fiorentina,A. Bianco,MC,19,58,Italy,/271/477/23_60.png
Fiorentina,S. Ghidotti,GOL,22,52,Italy,/270/756/23_60.png
Sampdoria,A. Candreva,MD MC,35,80,Italy,/173/221/23_60.png
Sampdoria,E. Audero,GOL,25,78,Italy,/228/413/23_60.png
Sampdoria,F. Quagliarella,ATA,39,76,Italy,/159/261/23_60.png
Sampdoria,F. Caputo,ATA,34,76,Italy,/189/053/23_60.png
Sampdoria,F. Đuričić,MEI ME,30,75,Serbia,/193/881/23_60.png
Sampdoria,M. Gabbiadini,ATA,30,75,Italy,/198/683/23_60.png
Sampdoria,O. Colley,ZAG,29,74,Gambia,/226/536/23_60.png
Sampdoria,V. Verre,MEI ME,28,73,Italy,/205/531/23_60.png
Sampdoria,J. Murillo,ZAG,30,73,Colombia,/201/377/23_60.png
Sampdoria,F. Depaoli,LD MD ME,25,73,Italy,/235/834/23_60.png
Sampdoria,B. Bereszyński,LD,29,73,Poland,/199/763/23_60.png
Sampdoria,N. Murru,LE,27,72,Italy,/205/934/23_60.png
Sampdoria,T. Rincón,MC VOL,34,72,Venezuela,/191/053/23_60.png
Sampdoria,A. Conti,LD,28,72,Italy,/223/329/23_60.png
Sampdoria,A. Sabiri,MEI MC ME,25,72,Morocco,/237/499/23_60.png
Sampdoria,A. Ferrari,ZAG LD,28,72,Italy,/219/852/23_60.png
Sampdoria,W. Falcone,GOL,27,72,Italy,/210/676/23_60.png
Sampdoria,T. Augello,LE,27,72,Italy,/240/100/23_60.png
Sampdoria,Ronaldo Vieira,VOL MC,23,71,England,/233/943/23_60.png
Sampdoria,E. Torregrossa,ATA,30,71,Venezuela,/220/829/23_60.png
Sampdoria,A. La Gumina,ATA,26,70,Italy,/228/378/23_60.png
Sampdoria,J. Chabot,ZAG,24,70,Germany,/239/340/23_60.png
Sampdoria,M. Léris,MC MD,24,69,Algeria,/240/660/23_60.png
Sampdoria,B. Amione,ZAG,20,69,Argentina,/268/679/23_60.png
Sampdoria,K. Askildsen,MC,21,67,Norway,/246/100/23_60.png
Sampdoria,M. De Luca,ATA,23,67,Italy,/237/391/23_60.png
Sampdoria,N. Ravaglia,GOL,33,67,Italy,/173/165/23_60.png
Sampdoria,L. Benedetti,MC,22,64,Italy,/244/672/23_60.png
Sampdoria,D. Montevago,ATA,19,61,Italy,/272/511/23_60.png
Sampdoria,T. Segovia,MC VOL,19,61,Venezuela,/260/056/23_60.png
Sampdoria,Gerard Yepes,MC,19,60,Spain,/266/069/23_60.png
Sampdoria,S. Trimboli,MC,20,56,Italy,/268/081/23_60.png
Torino,S. Lukić,MC,25,77,Serbia,/236/699/23_60.png
Torino,W. Singo,LD MD,21,76,Ivory Coast,/252/802/23_60.png
Torino,P. Schuurs,ZAG,22,76,Netherlands,/241/854/23_60.png
Torino,S. Verdi,ATA MEI,29,75,Italy,/196/889/23_60.png
Torino,V. Milinković-Savić,GOL,25,74,Serbia,/224/836/23_60.png
Torino,S. Ricci,VOL MC,20,74,Italy,/253/473/23_60.png
Torino,A. Sanabria,ATA,26,74,Paraguay,/219/932/23_60.png
Torino,K. Linetty,MC ATA,27,74,Poland,/211/408/23_60.png
Torino,R. Rodríguez,ZAG,29,74,Switzerland,/193/352/23_60.png
Torino,D. Zima,ZAG,21,74,Czech Republic,/255/687/23_60.png
Torino,Y. Karamoh,PE ME,23,74,France,/231/826/23_60.png
Torino,A. Izzo,ZAG,30,74,Italy,/216/145/23_60.png
Torino,O. Aina,LE ME MD,25,74,Nigeria,/224/656/23_60.png
Torino,N. Radonjić,PE PD ATA,26,73,Serbia,/243/656/23_60.png
Torino,M. Vojvoda,ME LE MD,27,72,Kosovo,/228/349/23_60.png
Torino,K. Djidji,ZAG,29,72,Ivory Coast,/203/884/23_60.png
Torino,E. Berisha,GOL,33,71,Albania,/189/296/23_60.png
Torino,A. Buongiorno,ZAG,23,69,Italy,/243/241/23_60.png
Torino,P. Pellegri,ATA,21,68,Italy,/238/873/23_60.png
Torino,N. Rauti,ATA,22,67,Italy,/270/473/23_60.png
Torino,M. Warming,PE ME,22,65,Denmark,/238/755/23_60.png
Torino,E. İlkhan,MC PD MEI,18,64,Turkey,/266/257/23_60.png
Torino,L. Gemello,GOL,21,64,Italy,/266/333/23_60.png
Torino,M. Garbett,MEI MC,20,63,New Zealand,/255/360/23_60.png
Torino,S. Edera,MEI ATA PD,25,63,Italy,/233/794/23_60.png
Torino,D. Seck,PD ATA PE,21,63,Senegal,/266/877/23_60.png
Torino,B. Bayeye,MD LD,22,62,France,/271/480/23_60.png
Torino,S. Wade,LE ME LE,19,62,England,/271/481/23_60.png
Torino,B. Kone,MC,22,61,Ivory Coast,/253/120/23_60.png
Torino,M. Adopo,MC VOL ZAG,21,59,France,/254/982/23_60.png
Torino,M. Fiorenza,GOL,19,48,Italy,/272/392/23_60.png
Sassuolo,D. Berardi,MD PD,27,84,Italy,/210/935/23_60.png
Sassuolo,A. Consigli,GOL,35,80,Italy,/163/489/23_60.png
Sassuolo,D. Frattesi,MC VOL,22,78,Italy,/239/807/23_60.png
Sassuolo,M. Lopez,MC VOL,24,78,France,/224/030/23_60.png
Sassuolo,H. Traorè,ME PE MEI,22,77,Ivory Coast,/240/787/23_60.png
Sassuolo,G. Defrel,ATA ATA,31,75,France,/202/851/23_60.png
Sassuolo,A. Pinamonti,ATA,23,75,Italy,/235/842/23_60.png
Sassuolo,A. Laurienté,MD PD ATA,23,75,France,/243/593/23_60.png
Sassuolo,M. Erlić,ZAG,24,74,Croatia,/244/456/23_60.png
Sassuolo,G. Ferrari,ZAG,30,74,Italy,/224/808/23_60.png
Sassuolo,Matheus Henrique,MC VOL,24,74,Brazil,/254/487/23_60.png
Sassuolo,J. Toljan,LD,27,73,Germany,/214/622/23_60.png
Sassuolo,A. Harroui,VOL MC MD,24,73,Morocco,/241/937/23_60.png
Sassuolo,G. Kyriakopoulos,LE ME PE,26,73,Greece,/253/213/23_60.png
Sassuolo,Pedro Obiang,VOL MC,30,72,Equatorial Guinea,/200/054/23_60.png
Sassuolo,K. Thorstvedt,MEI MC,23,72,Norway,/242/725/23_60.png
Sassuolo,Rogério,LE,24,72,Brazil,/241/629/23_60.png
Sassuolo,A. Álvarez Martínez,ATA ATA,21,72,Uruguay,/258/846/23_60.png
Sassuolo,K. Ayhan,ZAG,27,72,Turkey,/207/790/23_60.png
Sassuolo,M. Müldür,LD,23,71,Turkey,/243/526/23_60.png
Sassuolo,F. Romagna,ZAG,25,69,Italy,/226/108/23_60.png
Sassuolo,G. Pegolo,GOL,41,69,Italy,/106/795/23_60.png
Sassuolo,R. Marchizza,LE,24,69,Italy,/236/308/23_60.png
Sassuolo,M. Sala,LE,23,68,Italy,/252/704/23_60.png
Sassuolo,J. Antiste,ATA,19,68,France,/255/839/23_60.png
Sassuolo,E. Ceïde,ME PE MD,20,67,Norway,/245/537/23_60.png
Sassuolo,R. Flamingo,ZAG VOL,19,67,Netherlands,/270/633/23_60.png
Sassuolo,S. Turati,GOL,20,67,Italy,/254/502/23_60.png
Sassuolo,Ruan,ZAG,23,66,Brazil,/263/785/23_60.png
Sassuolo,L. D'Andrea,MEI,17,65,Italy,/271/482/23_60.png
Sassuolo,B. Oddei,MD,19,64,Italy,/260/415/23_60.png
Sassuolo,A. Russo,GOL,21,64,Italy,/253/003/23_60.png
Sassuolo,Y. Paz,LD LE,20,63,Colombia,/271/006/23_60.png
Sassuolo,I. Karamoko,MD,20,63,France,/261/729/23_60.png
Sassuolo,R. Ciervo,PD MD,21,61,Italy,/264/683/23_60.png
Sassuolo,L. Moro,ATA,21,58,Italy,/248/787/23_60.png
Sassuolo,J. Ryan,LD ME,18,54,Ireland,/267/883/23_60.png
Bologna,M. Arnautović,ATA,33,82,Austria,/184/200/23_60.png
Bologna,M. Barrow,ATA ATA PE,23,77,Gambia,/242/374/23_60.png
Bologna,R. Soriano,MEI MC ATA,31,77,Italy,/193/361/23_60.png
Bologna,N. Domínguez,MC VOL,24,76,Argentina,/237/819/23_60.png
Bologna,Ł. Skorupski,GOL,31,76,Poland,/189/908/23_60.png
Bologna,M. Aebischer,MC,25,75,Switzerland,/236/898/23_60.png
Bologna,R. Orsolini,ATA PD,25,75,Italy,/233/556/23_60.png
Bologna,S. Posch,ZAG LD,25,75,Austria,/223/671/23_60.png
Bologna,J. Schouten,VOL MC,25,75,Netherlands,/235/149/23_60.png
Bologna,L. De Silvestri,LD MD,34,75,Italy,/170/320/23_60.png
Bologna,N. Sansone,MEI PE,30,75,Italy,/201/858/23_60.png
Bologna,N. Moro,VOL MC,24,74,Croatia,/244/270/23_60.png
Bologna,J. Lucumí,ZAG,24,73,Colombia,/231/207/23_60.png
Bologna,A. Soumaoro,ZAG,30,73,France,/200/353/23_60.png
Bologna,C. Lykogiannis,LE ME LE,28,73,Greece,/210/381/23_60.png
Bologna,F. Bardi,GOL,30,73,Italy,/193/786/23_60.png
Bologna,K. Bonifazi,ZAG,26,73,Italy,/235/290/23_60.png
